ə	a
mɔɪsʧɚ	moisture
moʊlɚ	molar
məlæsəz	molasses
moʊld	mold
moʊldboɹd	moldboard
moʊldɚ	molder
moʊldɪŋ	molding
moʊl	mole
məlɛkjʊlɚ	molecular
mɑlɪkjul	molecule
moʊlhɪl	molehill
məlɛst	molest
moʊlɛsteɪʃən	molestation
məlɛstɚ	molester
mɑl	moll
mɑləfəkeɪʃən	mollification
mɑləfaɪ	mollify
mɑləsk	mollusc
mɑlikɑdl̩	mollycoddle
moʊlt	molt
moʊltn̩	molten
moʊli	moly
məlɪbdənəm	molybdenum
moʊmənt	moment
moʊməntɛɹəli	momentarily
moʊməntɛɹinəs	momentariness
moʊməntɛɹi	momentary
moʊmɛntəs	momentous
moʊmɛntəm	momentum
mɑnɚk	monarch
mənɑɹkɪkl̩	monarchical
mɑnɚkəst	monarchist
mɑnɚki	monarchy
mɑnəstɪɹil̩	monasterial
mɑnəstɛɹi	monastery
mənæstɪk	monastic
mənæstəsɪzm̩	monasticism
mɑnɔɹl̩	monaural
mɑnətɛɹi	monetary
mʌni	money
mʌnimeɪkɚ	moneymaker
mʌŋgɚ	monger
mʌŋgɹl̩	mongrel
moʊnɪzm̩	monism
moʊnɪʃən	monition
mɑnətɚ	monitor
mɑnətoɹi	monitory
mʌŋk	monk
mʌŋki	monkey
mʌŋkiʃaɪn	monkeyshine
mʌŋkshʊd	monkshood
mɑnɪkl̩	monocle
mənɑdɪk	monodic
mɑnədəst	monodist
mɑnədi	monody
mənɑgəmi	monogamy
mɑnəgɹæm	monogram
mɑnoʊlɪŋgwl̩	monolingual
mɑnəlɪθ	monolith
mɑnəlɪθɪk	monolithic
mənɑləʤəst	monologist
mɑnəlɔg	monologue
mɑnəmeɪniə	monomania
mɑnəfɑnɪk	monophonic
mənɑpəlɪstɪk	monopolistic
mənɑpəlaɪz	monopolize
mənɑpl̩i	monopoly
mɑnoɹeɪl	monorail
mɑnoʊsəlæbɪk	monosyllabic
mɑnoʊsɪləbl̩	monosyllable
mɑnoʊθiɪzm̩	monotheism
mɑnətoʊn	monotone
mənɑtn̩əs	monotonous
mənɑksaɪd	monoxide
məsjɝ	monsieur
mɑnsinjɚ	monsignor
mɑnsinjoɹi	monsignori
mɑnsun	monsoon
mɑnstɚ	monster
mɑnstɹəns	monstrance
mɑnstɹɑsəti	monstrosity
mɑnstɹəs	monstrous
mɑntɑƷ	montage
mʌnθ	month
mɑnjʊmənt	monument
mɑnjʊmɛntl̩	monumental
mu	moo
mud	mood
mudi	moody
mun	moon
mʊɹ	moor
mʊɹɪŋ	mooring
mus	moose
mut	moot
mɑp	mop
moʊp	mope
mɑpət	moppet
mɚeɪn	moraine
mɔɹl̩	moral
mɚæl	morale
mɔɹl̩əst	moralist
mɔɹəlɪstɪk	moralistic
mɚæləti	morality
mɔɹl̩əzeɪʃən	moralization
mɔɹəlaɪz	moralize
mɔɹəlaɪzɚ	moralizer
mɚæs	morass
mɔɹətoɹiəm	moratorium
mɔɹbəd	morbid
mɔɹbɪdəti	morbidity
mɔɹbədli	morbidly
mɔɹdn̩t	mordant
moɹ	more
moɹoʊvɚ	moreover
mɔɹeɪz	mores
mɔɹg	morgue
mɔɹəbʌnd	moribund
mɔɹəbʌndəti	moribundity
mɔɹn	morn
mɔɹnɪŋ	morning
mɚɑkoʊ	morocco
moɹɑn	moron
mɚɑnɪk	moronic
mɚoʊs	morose
mɔɹfim	morpheme
mɔɹfimɪk	morphemic
mɔɹfiə	morphia
mɔɹfin	morphine
mɔɹfəlɑʤɪkl̩	morphological
mɔɹfɑləʤəst	morphologist
mɔɹfɑləʤi	morphology
mɔɹəs	morris
mɑɹoʊ	morrow
mɔɹsl̩	morsel
mɔɹtl̩	mortal
mɔɹtæləti	mortality
mɔɹtl̩i	mortally
mɔɹtɚ	mortar
mɔɹgɪʤ	mortgage
mɔɹgɪʤi	mortgagee
mɔɹgɪʤɔɹ	mortgagor
mɔɹtəs	mortice
mɔɹtɪʃən	mortician
mɔɹtəfəkeɪʃən	mortification
mɔɹtəfaɪ	mortify
mɔɹʧuɛɹi	mortuary
moʊzeɪɪk	mosaic
moʊzi	mosey
mɑsk	mosque
məskitoʊ	mosquito
mɔs	moss
moʊst	most
moʊ	mot
moʊt	mote
moʊtɛl	motel
moʊtɛt	motet
mɔθ	moth
mʌðɚ	mother
mʌðɚlænd	motherland
moʊtif	motif
moʊtl̩	motile
moʊtɪləti	motility
moʊʃən	motion
moʊtəveɪt	motivate
moʊtəveɪʃən	motivation
moʊtɪv	motive
mɑtli	motley
moʊtɚ	motor
moʊtɚəzeɪʃən	motorization
moʊtɚmən	motorman
mɑtl̩	mottle
mɑtoʊ	motto
mu	moue
maʊnd	mound
maʊnt	mount
maʊntn̩	mountain
maʊntn̩ɪɹ	mountaineer
maʊntn̩saɪd	mountainside
maʊntɪbæŋk	mountebank
maʊntɪŋ	mounting
moɹn	mourn
moɹnɪŋ	mourning
maʊs	mouse
maʊzɚ	mouser
maʊsi	mousey
mus	mousse
mʌstæʃ	moustache
maʊθ	mouth
maʊθpɑɹt	mouthpart
maʊθpis	mouthpiece
muv	move
muvɚ	mover
muvi	movie
maʊ	mow
mʌʧ	much
mjusl̩ɪʤ	mucilage
mjusəlæʤənəs	mucilaginous
mʌk	muck
mjukəs	mucus
mʌd	mud
mʌdl̩	muddle
mʌdl̩hɛdəd	muddleheaded
mʌdgɑɹd	mudguard
mʌdslɪŋɚ	mudslinger
muɛzn̩	muezzin
mʌf	muff
mʌfən	muffin
mʌfl̩	muffle
mʌflɚ	muffler
mʌfti	mufti
mʌg	mug
mʌgi	muggy
mʌgwʌmp	mugwump
mʌklʌk	mukluk
mʊlætoʊ	mulatto
mʌlbɛɹi	mulberry
mʌlʧ	mulch
mʌlkt	mulct
mjul	mule
mjulətɪɹ	muleteer
mjulɪʃ	mulish
mʌl	mull
mʌlən	mullein
mʌlət	mullet
mʌlɪgən	mulligan
mʌləgətɔni	mulligatawny
mʌljən	mullion
mʌltɪkʌlɚd	multicolored
mʌltəfæɹiəs	multifarious
mʌltɪfɔɹm	multiform
mʌltɪfɔɹməti	multiformity
mʌltəməljənɛɹ	multimillionaire
mʌltəpl̩	multiple
mʌltəpləkeɪʃən	multiplication
mʌltəplaɪ	multiply
mʌltətudn̩əs	multitudinous
mʌm	mum
mʌmbl̩	mumble
mʌmɚ	mummer
mʌmɪfəkeɪʃən	mummification
mʌmɪfaɪ	mummify
mʌmi	mummy
mʌmps	mumps
mʌnʧ	munch
mʌndeɪn	mundane
mjʊnɪsəpl̩	municipal
mjʊnɪsəpæləti	municipality
mjʊnɪfəsn̩t	munificent
mjʊnɪʃən	munition
mjʊɹl̩	mural
mɝdɚ	murder
mɝk	murk
mɝmɚ	murmur
mɝən	murrain
mʌskətɛl	muscatel
mʌsl̩	muscle
mʌskjʊlɚ	muscular
mʌskjʊlæɹəti	muscularity
mʌskjʊləʧʊɹ	musculature
mjuz	muse
mjʊzɛt	musette
mjʊziəm	museum
mʌʃ	mush
mjuzɪk	music
mjuzɪkæl	musicale
mjʊzɪʃən	musician
mjuzɪkɑləʤi	musicology
mʌsk	musk
mʌskəlʌnʤ	muskellunge
mʌskət	musket
mʌskətɪɹ	musketeer
mʌskətɹi	musketry
mʌskmɛlən	muskmelon
mʌskɹæt	muskrat
mʌzlən	muslin
mʌs	muss
mʌsl̩	mussel
mʌst	must
mʌstæŋ	mustang
mʌstɚd	mustard
mʌstɚ	muster
mʌsti	musty
mjutəbɪləti	mutability
mjutəbl̩	mutable
mjutəbl̩nəs	mutableness
mjuteɪt	mutate
mjuteɪʃən	mutation
mjuteɪtɪv	mutative
mjut	mute
mjutəleɪt	mutilate
mjutəleɪʃən	mutilation
mjutəleɪtɚ	mutilator
mjutn̩ɪɹ	mutineer
mjutn̩əs	mutinous
mjutn̩i	mutiny
mʌt	mutt
mʌtɚ	mutter
mʌtn̩	mutton
mjuʧul̩	mutual
mumu	muumuu
mʌzl̩	muzzle
maɪ	my
maɪkəlɑʤɪkl̩	mycological
maɪkɑləʤəst	mycologist
maɪkɑləʤi	mycology
maɪnə	mynah
maɪoʊpiə	myopia
mɪɹiəd	myriad
mɝmədɑn	myrmidon
mɝ	myrrh
mɝtl̩	myrtle
maɪsɛlf	myself
mɪstɪɹiəs	mysterious
mɪstɚi	mystery
mɪstɪk	mystic
mɪstɪkl̩	mystical
mɪstəsɪzm̩	mysticism
mɪstəfəkeɪʃən	mystification
mɪstəfaɪ	mystify
mɪstik	mystique
mɪθ	myth
mɪθəlɑʤɪkl̩	mythological
mɪθɑləʤəst	mythologist
mɪθɑləʤi	mythology
ɛn	n
næb	nab
neɪbɑb	nabob
nəsɛl	nacelle
neɪkɚ	nacre
neɪdɪɹ	nadir
næg	nag
neɪəd	naiad
nɑif	naif
neɪl	nail
neɪnsʊk	nainsook
nɑiv	naive
nɑivəteɪ	naivete
nɑivəti	naivety
neɪkəd	naked
neɪm	name
neɪmləs	nameless
nænkin	nankin
næp	nap
neɪpɑm	napalm
neɪp	nape
neɪpəɹi	napery
næpθə	naphtha
næpkən	napkin
nəpoʊliən	napoleon
nɑɹsəsɪzm̩	narcissism
nɑɹsɪsəs	narcissus
nɑɹkoʊsəs	narcosis
nɑɹkɑtɪk	narcotic
nɑɹkətaɪz	narcotize
nɑɹd	nard
næɹiz	nares
næɹəs	naris
næɹeɪt	narrate
nɛɹeɪʃən	narration
næɹətɪv	narrative
næɹeɪtɚ	narrator
næɹoʊ	narrow
nɑɹθɛks	narthex
nɑɹhwɑl	narwhal
neɪzl̩	nasal
næsn̩t	nascent
neɪzoʊfæɹɪŋks	nasopharynx
nəstɝʃəm	nasturtium
næsti	nasty
neɪtl̩	natal
neɪtæləti	natality
neɪtətoɹil̩	natatorial
neɪtətoɹiəm	natatorium
neɪtətoɹi	natatory
neɪʃən	nation
næʃənl̩	national
næʃənəlɪzm̩	nationalism
næʃənəlɪstɪk	nationalistic
næʃənæləti	nationality
næʃnl̩əzeɪʃən	nationalization
næʃənəlaɪz	nationalize
neɪʃənwaɪd	nationwide
neɪtɪv	native
nətɪvəti	nativity
næti	natty
næʧɚl̩	natural
næʧɚl̩əst	naturalist
næʧɚəlɪstɪk	naturalistic
næʧɚl̩əzeɪʃən	naturalization
næʧɚl̩i	naturally
neɪʧɚ	nature
nɔt	naught
nɔziə	nausea
nɔzieɪt	nauseate
nɔʧ	nautch
nɔtɪkl̩	nautical
nɔtl̩əs	nautilus
neɪvl̩	naval
neɪv	nave
neɪvl̩	navel
nævɪgəbɪləti	navigability
nævɪgəbl̩	navigable
nævəgeɪt	navigate
nævəgeɪʃən	navigation
nævəgeɪtɚ	navigator
neɪvi	navy
neɪ	nay
nɑtsi	nazi
nip	neap
nɪɹ	near
nɪɹbaɪ	nearby
nɪɹsaɪtəd	nearsighted
nit	neat
niθ	neath
nithɝd	neatherd
nɛb	neb
nɛbjʊlə	nebula
nɛbjʊlɑsəti	nebulosity
nɛbjʊləs	nebulous
nɛsəsɛɹəli	necessarily
nɛsəsɛɹi	necessary
nɪsɛsəteɪt	necessitate
nɪsɛsətəs	necessitous
nɪsɛsəti	necessity
nɛk	neck
nɛkbænd	neckband
nɛkɚʧəf	neckerchief
nɛkləs	necklace
nəkɹɑləʤi	necrology
nɛkɹəmænsi	necromancy
nəkɹɑpl̩əs	necropolis
nəkɹoʊsəs	necrosis
nɛktɚ	nectar
nɛktɚin	nectarine
neɪ	nee
nid	need
nidl̩	needle
nidləs	needless
nidl̩wʊmən	needlewoman
nidz	needs
nidi	needy
nɪfæɹiəs	nefarious
nɪgeɪt	negate
nɪgeɪʃən	negation
nɛgətɪv	negative
nəglɛkt	neglect
nɛgləƷeɪ	neglige
nɛglɪʤənt	negligent
nɛglɪʤəbl̩	negligible
nɪgoʊʃiənt	negotiant
nɪgoʊʃieɪt	negotiate
nəgoʊʃieɪʃən	negotiation
nigəs	negus
neɪ	neigh
neɪbɚ	neighbor
neɪbɚɪŋ	neighboring
niðɚ	neither
nɛlsən	nelson
nɛməsəs	nemesis
nioʊklæsɪk	neoclassic
nioʊdɪmiəm	neodymium
niɑləʤɪzm̩	neologism
niɑn	neon
nioʊneɪtl̩	neonatal
niəneɪt	neonate
niəfaɪt	neophyte
niəplæzm̩	neoplasm
nioʊplæstɪk	neoplastic
niətini	neoteny
nəpɛnθi	nepenthe
nɛfju	nephew
nɪfɹaɪtəs	nephritis
nɛpətɪzm̩	nepotism
nɛptuniəm	neptunium
nɝv	nerve
nɝvəs	nervous
nɛst	nest
nɛsl̩	nestle
nɛslɪŋ	nestling
nɛt	net
nɛðɚ	nether
nɛtɪŋ	netting
nɛtl̩	nettle
nɛtwɝk	network
nʊɹl̩	neural
nʊɹælʤə	neuralgia
nʊɹəsθiniə	neurasthenia
nʊɹaɪtəs	neuritis
nʊɹəlɑʤɪkl̩	neurological
nʊɹɑləʤəst	neurologist
njʊɹɑləʤi	neurology
nʊɹɑn	neuron
nʊɹoʊsəs	neurosis
nʊɹɑtɪk	neurotic
nutɚ	neuter
nutɹl̩	neutral
nutɹæləti	neutrality
nutɹl̩əzeɪʃən	neutralization
nutɹəlaɪz	neutralize
nutɹinoʊ	neutrino
nutɹɑn	neutron
nɛvɚ	never
nɛvɚmoɹ	nevermore
nɛvɚðəlɛs	nevertheless
nivəs	nevus
nu	new
nul̩	newel
nufæŋgl̩d	newfangled
nufaʊnd	newfound
nuli	newly
njunəs	newness
nuz	news
nuzpɹɪnt	newsprint
nuzi	newsy
nut	newt
nɛkst	next
nɛksəs	nexus
naɪəsən	niacin
nɪb	nib
nɪbl̩	nibble
naɪs	nice
naɪsəti	nicety
nɪʧ	niche
nɪk	nick
nɪkl̩	nickel
nɪkəloʊdiən	nickelodeon
nɪkɚ	nicker
nɪkneɪm	nickname
nɪkətin	nicotine
nis	niece
nɪfti	nifty
nɪgɚd	niggard
nɪglɪŋ	niggling
naɪ	nigh
naɪt	night
naɪtkæp	nightcap
naɪtn̩geɪl	nightingale
naɪtli	nightly
naɪttaɪm	nighttime
nɪl	nil
nɪmbl̩	nimble
nɪmbəs	nimbus
nɪnkəmpup	nincompoop
naɪn	nine
naɪnpɪnz	ninepins
naɪntin	nineteen
naɪnti	ninety
nɪni	ninny
naɪnθ	ninth
naɪoʊbiəm	niobium
nɪp	nip
nɪpɚ	nipper
nɪpl̩	nipple
nɪpi	nippy
nɚvɑnə	nirvana
niseɪ	nisei
nɪt	nit
naɪtɚ	niter
naɪtɹeɪt	nitrate
naɪtɹɪk	nitric
naɪtɹəʤən	nitrogen
naɪtɹɑʤənəs	nitrogenous
naɪtɹoʊglɪsɚən	nitroglycerine
naɪtɹəs	nitrous
nɪtwɪt	nitwit
nɪks	nix
noʊ	no
noʊbɛliəm	nobelium
noʊbɪləti	nobility
noʊbl̩	noble
noʊbl̩mən	nobleman
noʊbʌdi	nobody
nɑktɝnl̩	nocturnal
nɑktɝn	nocturne
nɑkjʊəs	nocuous
nɑd	nod
nɑdl̩	noddle
nɑdi	noddy
noʊd	node
nɑʤʊlɚ	nodular
nɑʤul	nodule
nɑʤəloʊs	nodulose
noʊɛl	noel
nɑgən	noggin
nɔɪz	noise
nɔɪsəm	noisome
nɔɪzi	noisy
noʊmæd	nomad
noʊmædɪk	nomadic
noʊmənkleɪʧɚ	nomenclature
nɑmənl̩	nominal
nɑməneɪt	nominate
nɑməneɪʃən	nomination
nɑmənətɪv	nominative
nɑməni	nominee
nɑnɪʤ	nonage
noʊnəʤənɛɹiən	nonagenarian
nɑns	nonce
nɑnʃəlɑnt	nonchalant
nɑnkəmbætn̩t	noncombatant
nɑnkəmɪtl̩	noncommittal
nɑnkəndʌktɚ	nonconductor
nɑnkənfɔɹməst	nonconformist
nɑnkəntɹɪbjutoɹi	noncontributory
nɑnkoʊɑpɚeɪʃən	noncooperation
nɑndɪskɹɪpt	nondescript
nʌn	none
nɑnɛntəti	nonentity
noʊnz	nones
nʌnsʌʧ	nonesuch
nʌnðəlɛs	nonetheless
nɑnɪntɚvɛnʧən	nonintervention
nɑnmɛtl̩	nonmetal
nɑnmətælɪk	nonmetallic
nɑnpəɹɛl	nonpareil
nɑnpɑɹtəzən	nonpartisan
nɑnplʌs	nonplus
nɑnpɹɑfət	nonprofit
nɑnɹɛzədənt	nonresident
nɑnɹɪzɪstəns	nonresistance
nɑnɹɪstɹɪktɪv	nonrestrictive
nɑnskɛʤuld	nonscheduled
nɑnsɛns	nonsense
nɑnsɛnsɪkl̩	nonsensical
nɑnskɪd	nonskid
nɑnstɑp	nonstop
nɑnsəpoɹt	nonsupport
nɑnjunjən	nonunion
nudl̩	noodle
nʊk	nook
nun	noon
nuntaɪd	noontide
nus	noose
nɔɹ	nor
nɔɹm	norm
nɔɹml̩	normal
nɔɹmæləti	normality
nɔɹməlaɪz	normalize
nɔɹml̩i	normally
nɔɹθ	north
nɔɹθist	northeast
nɔɹðɚ	norther
nɔɹðɚli	northerly
nɔɹθwɚd	northward
nɔɹθwɛst	northwest
noʊz	nose
noʊzgeɪ	nosegay
nəstælʤə	nostalgia
nɑstɹl̩	nostril
nɑstɹəm	nostrum
noʊzi	nosy
nɑt	not
noʊtəbɪləti	notability
noʊtəbl̩	notable
noʊtɛɹil̩	notarial
noʊtɚaɪz	notarize
noʊteɪʃən	notation
nɑʧ	notch
noʊt	note
noʊtəd	noted
noʊtwɝði	noteworthy
nʌθɪŋ	nothing
noʊtəs	notice
noʊtəfəkeɪʃən	notification
noʊtəfaɪ	notify
noʊʃən	notion
noʊʃnl̩	notional
noʊtɚaɪəti	notoriety
noʊtoɹiəs	notorious
noʊtoɹiəsli	notoriously
nɑtwɪθstændɪŋ	notwithstanding
nugət	nougat
naʊn	noun
nɝɪʃ	nourish
noʊvə	nova
nɑvl̩	novel
nɑvəlɛt	novelette
nɑvl̩əzeɪʃən	novelization
nɑvəlaɪz	novelize
nɑvl̩ti	novelty
noʊvinə	novena
nɑvəs	novice
noʊvɪʃət	novitiate
naʊ	now
naʊədeɪz	nowadays
noʊweɪ	noway
noʊwaɪz	nowise
nɑkʃəs	noxious
nɑzl̩	nozzle
ɛnθ	nth
nuɑns	nuance
nʌb	nub
nʌbən	nubbin
nʌbl̩	nubble
nubaɪl	nubile
nukliɚ	nuclear
nukliəs	nucleus
nud	nude
nʌʤ	nudge
nudɪzm̩	nudism
nudəst	nudist
nudəti	nudity
nugətoɹi	nugatory
nʌgət	nugget
nusn̩s	nuisance
nʌl	null
nʌləfəkeɪʃən	nullification
nʌləfaɪ	nullify
nʌləti	nullity
nʌm	numb
nʌmbɚ	number
nʌmli	numbly
numɚəbl̩	numerable
numɚl̩	numeral
numɚeɪt	numerate
numɛɹɪkl̩	numerical
numɚɑləʤi	numerology
numɚəs	numerous
numəzmætɪks	numismatics
numɪzmətəst	numismatist
nʌmskʌl	numskull
nʌn	nun
nʌnsioʊ	nuncio
nʌpʃl̩	nuptial
nɝs	nurse
nɝsɚi	nursery
nɝslɪŋ	nursling
nɝʧɚ	nurture
nʌt	nut
nʌthæʧ	nuthatch
nutɹiə	nutria
nutɹiənt	nutrient
nutɹɪʃən	nutrition
nutɹətɪv	nutritive
nʌts	nuts
nʌtʃɛl	nutshell
nʌti	nutty
nʌzl̩	nuzzle
naɪlɑn	nylon
nɪmf	nymph
oʊ	o
oʊf	oaf
oʊfɪʃ	oafish
oʊk	oak
oʊkən	oaken
oʊkm̩	oakum
oɹ	oar
oɹzmən	oarsman
oʊeɪsəs	oasis
oʊt	oat
oʊθ	oath
oʊtmil	oatmeal
ɑbləgɑtoʊ	obbligato
ɑbdjʊɹət	obdurate
oʊbidiənt	obedient
oʊbeɪsn̩s	obeisance
ɑbəlɪsk	obelisk
oʊbis	obese
oʊbeɪ	obey
ɑbfəskeɪt	obfuscate
ɑbfʌskeɪʃən	obfuscation
oʊbi	obi
oʊbɪt	obit
əbɪʧuɛɹi	obituary
ɑbʤɛkt	object
əbʤɛktəfaɪ	objectify
əbʤɛktɪv	objective
ɑbʤɛktɪvəti	objectivity
ɑbʤɚgeɪt	objurgate
ɑbʤɚgeɪʃən	objurgation
ɑbleɪt	oblate
əbleɪʃən	oblation
ɑblɪgət	obligate
ɑbləgeɪʃən	obligation
əblɪgətoɹi	obligatory
əblaɪʤ	oblige
oʊblik	oblique
əblɪtɚeɪt	obliterate
əblɪviən	oblivion
ɑblɔŋ	oblong
ɑbləkwi	obloquy
ɑbnɑkʃəs	obnoxious
oʊboʊ	oboe
əbsin	obscene
ɑbskjʊɹəntɪzm̩	obscurantism
ɑbskjʊɹ	obscure
əbsikwiəs	obsequious
ɑbsəkwi	obsequy
əbzɝvəbl̩	observable
ɑbsɚveɪʃən	observation
əbzɝvətoɹi	observatory
əbzɝv	observe
əbsɛs	obsess
ɑbsɛʃən	obsession
əbsɪdiən	obsidian
ɑbsəlɛsn̩t	obsolescent
ɑbsəlit	obsolete
ɑbstɪkl̩	obstacle
ɑbstətɹɪʃən	obstetrician
əbstɛtɹɪks	obstetrics
ɑbstənət	obstinate
əbstɹɛpɚəs	obstreperous
əbstɹʌkt	obstruct
əbteɪn	obtain
əbtɹud	obtrude
əbtus	obtuse
ɑbvɚs	obverse
ɑbvieɪt	obviate
ɑbvieɪʃən	obviation
ɑbviəs	obvious
ɑkəɹinə	ocarina
əkeɪƷən	occasion
əkeɪƷənl̩	occasional
ɑksədɛntl̩	occidental
əklud	occlude
əkʌlt	occult
ɑkjupənsi	occupancy
ɑkjupeɪʃən	occupation
ɑkjupaɪ	occupy
əkɝ	occur
əkɝəns	occurrence
oʊʃən	ocean
oʊʃəngoʊɪŋ	oceangoing
oʊʃiænɪk	oceanic
ɑsəlɑt	ocelot
oʊkɚ	ochre
ɑktəgɑn	octagon
ɑktægənl̩	octagonal
ɑktɪv	octave
ɑkteɪvoʊ	octavo
ɑktɛt	octet
ɑktəʤənɛɹiən	octogenarian
ɑktəpʊs	octopus
ɑktəɹun	octoroon
ɑktəsəlæbɪk	octosyllabic
ɑkjʊlɚ	ocular
ɑd	odd
ɑdəti	oddity
ɑdz	odds
oʊd	ode
oʊdiəs	odious
oʊdɑmətɚ	odometer
oʊdɚ	odor
oʊdɚəs	odorous
ɑdəsi	odyssey
əv	of
ɔf	off
ɔfl̩	offal
ɔfbit	offbeat
əfɛnd	offend
əfɛns	offense
əfɛnsɪv	offensive
ɔfɚ	offer
ɔfɚɪŋ	offering
ɔfɚtoɹi	offertory
ɔfhænd	offhand
ɔfəs	office
ɔfəsɚ	officer
əfɪʃl̩	official
əfɪʃiənt	officiant
əfɪʃieɪt	officiate
əfɪʃəs	officious
ɔfɪŋ	offing
ɔfɪʃ	offish
ɔfsɛt	offset
ɔfʃut	offshoot
ɔft	oft
ɔfən	often
oʊgl̩	ogle
oʊgɚ	ogre
oʊm	ohm
oʊmɪk	ohmic
ɔɪl	oil
ɔɪntmənt	ointment
oʊkeɪ	okay
oʊkɹə	okra
oʊld	old
oʊldən	olden
oʊldstɚ	oldster
oʊliæʤənəs	oleaginous
oʊliændɚ	oleander
oʊlioʊ	oleo
oʊlioʊmɑɹʤɚən	oleomargarine
oʊlfæktɚi	olfactory
ɑləgɑɹkɪk	oligarchic
ɑləgɑɹki	oligarchy
oʊlioʊ	olio
ɑlɪv	olive
ɑml̩ət	omelette
oʊmən	omen
ɑmənəs	ominous
oʊmɪt	omit
ɑmnɪbʌs	omnibus
ɑmnɪpətənt	omnipotent
ɑmnɪpɹɛzn̩t	omnipresent
ɑmnɪʃənt	omniscient
ɑmnɪvɚəs	omnivorous
ɔn	on
wʌns	once
ɔnkʌmɪŋ	oncoming
wʌn	one
wʌnəs	oneness
oʊnɚəs	onerous
wʌnsɛlf	oneself
ɔngoʊɪŋ	ongoing
ʌnjən	onion
ɔnlʊkɚ	onlooker
oʊnli	only
ɔnɹʌʃ	onrush
ɑnslɔt	onslaught
ɔntu	onto
oʊnəs	onus
ɔnwɝd	onward
ɑnɪks	onyx
udl̩z	oodles
uz	ooze
uzi	oozy
oʊpl̩	opal
oʊpəlɛsn̩t	opalescent
oʊpeɪk	opaque
oʊp	ope
oʊpən	open
oʊpənɚ	opener
oʊpənhændəd	openhanded
oʊpənɪŋ	opening
oʊpənwɝk	openwork
ɑpɚə	opera
ɑpɚəbl̩	operable
ɑpɚeɪt	operate
ɑpɚætɪk	operatic
ɑpɚeɪʃən	operation
ɑpɚətɪv	operative
ɑpɚɛtə	operetta
ɑfθælmɪk	ophthalmic
ɑfθælmɑləʤi	ophthalmology
oʊpiət	opiate
oʊpaɪn	opine
əpɪnjən	opinion
oʊpiəm	opium
əpɑsm̩	opossum
əpoʊnənt	opponent
ɑpɚtun	opportune
əpoʊz	oppose
ɑpəzət	opposite
ɑpəzɪʃən	opposition
əpɹɛs	oppress
əpɹɛʃən	oppression
əpɹoʊbɹiəs	opprobrious
ɑpt	opt
ɑptɪk	optic
ɑptɪkl̩	optical
ɑptɪʃən	optician
ɑptɪks	optics
ɑptəml̩	optimal
ɑptəmɪzm̩	optimism
ɑptəmɪstɪk	optimistic
ɑptəməm	optimum
ɑpʃən	option
ɑptɑmətɹi	optometry
ɑpjʊlənt	opulent
oʊpəs	opus
oɹ	or
ɔɹəkl̩	oracle
ɔɹækjʊlɚ	oracular
oɹl̩	oral
ɔɹɪnʤ	orange
ɔɹɪnʤeɪd	orangeade
oɹɪnʤɹi	orangery
əɹæŋətæŋ	orangutan
ɔɹeɪt	orate
oɹeɪʃən	oration
ɔɹətɚ	orator
ɔɹətɔɹɪkl̩	oratorical
ɔɹətoɹioʊ	oratorio
ɔɹətoɹi	oratory
ɔɹb	orb
ɔɹbɪkjʊlɚ	orbicular
ɔɹbət	orbit
ɔɹʧɚd	orchard
ɔɹkəstɹə	orchestra
ɔɹkɛstɹl̩	orchestral
ɔɹkəstɹeɪt	orchestrate
ɔɹkəstɹeɪʃən	orchestration
ɔɹkəd	orchid
ɔɹdeɪn	ordain
ɔɹdil	ordeal
ɔɹdɚ	order
ɔɹdɚli	orderly
ɔɹdn̩l̩	ordinal
ɔɹdənəns	ordinance
ɔɹdn̩ɛɹəli	ordinarily
ɔɹdn̩ɛɹi	ordinary
ɔɹdn̩eɪʃən	ordination
ɔɹdn̩əns	ordnance
ɔɹʤɚ	ordure
oɹ	ore
ɔɹgən	organ
ɔɹgəndi	organdie
ɔɹgænɪk	organic
ɔɹgənɪzm̩	organism
ɔɹgənəst	organist
ɔɹgənəzeɪʃən	organization
ɔɹgənaɪz	organize
ɔɹgænzə	organza
ɔɹgæzm̩	orgasm
ɔɹʤiæstɪk	orgiastic
ɔɹgjʊləs	orgulous
ɔɹʤi	orgy
oɹil̩	oriel
oɹiənt	orient
oɹiɛntl̩	oriental
oɹiənteɪʃən	orientation
ɔɹəfəs	orifice
ɔɹəflæm	oriflamme
ɔɹɪgɑmi	origami
ɔɹəʤən	origin
oɹɪʤənl̩	original
ɚɪʤəneɪt	originate
oɹioʊl	oriole
ɔɹəsən	orison
ɔɹməlu	ormolu
ɔɹnəmənt	ornament
ɔɹnəmɛntl̩	ornamental
ɔɹnəmənteɪʃən	ornamentation
ɔɹneɪt	ornate
ɔɹnɚi	ornery
ɔɹnəθɑləʤi	ornithology
ɔɹətʌnd	orotund
ɔɹfən	orphan
ɔɹfənɪʤ	orphanage
ɔɹəs	orris
ɔɹθədɑnʧə	orthodontia
ɔɹθədɑks	orthodox
ɔɹθəwɛpi	orthoepy
ɔɹθəgɹæfɪk	orthographic
ɔɹθɑgɹəfi	orthography
ɔɹθəpidɪks	orthopedics
ɔɹtl̩ən	ortolan
ɑsəleɪt	oscillate
ɑsəleɪʃən	oscillation
ɑsəleɪtɚ	oscillator
ɑsɪlətoɹi	oscillatory
əsɪləskoʊp	oscilloscope
